guid,text_a,label
17,how does auto-pay work?,intent17
17,why would I want to automatically pay my bill each month?,intent17
18,what happens when I make a One-Time payment?,intent18
18,what should I make a One-Time payment?,intent18
18,what's a One-Time payment?,intent18
18,What is a One-Time Payment?,intent18
19,what is auto pay?,intent19
19,What are Recurring Payments (also known as AutoPay)?,intent19
19,what are these recurring payments?,intent19
19,What are recurring payments?,intent19
20,can i cancel auto pay by editing my account?,intent20
20,Can I cancel Recurring Payments (also known as AutoPay)? Can I edit account information?,intent20
20,when can I cancel a recurring payment?,intent20
20,what happens if I cancel a recurring payment?,intent20
21,Can I cancel my installation appointment online?,intent21
21,I would like to cancel my installation appointment,intent21
21,I don't want my installation appointment,intent21
21,I need to cancel an appointment for an installation,intent21
22,How to make a new appointment?,intent22
22,I need to make an appointment,intent22
22,can I go online to schedule an appointment?,intent22
22,Help me make an appointment,intent22
23,can I reschedule appointments online?,intent23
23,can I go online to reschedule?,intent23
23,Can I reschedule my existing appointment online?,intent23
23,I need to reschedule an existing appointment.,intent23
24,Can I cancel my service repair appointment online?,intent24
24,if I go online can i cancel a service repair appointment?,intent24
24,can i go online to cancle a service repair appointment?,intent24
24,can i online cancel a service repair appointment?,intent24
25,how does going paperless work?,intent25
25,please explain paperless billing,intent25
25,what happens if i choose paperless billing?,intent25
25,How does Paperless Billing work?,intent25
26,How do I stop receiving my paper bill statement each month?,intent26
26,how do I stop receiving paper bills each month?,intent26
26,I want to stop receiving paper bills each month,intent26
26,how do I stop receiving paper statements?,intent26
27,What is My Internet? What can I do with it?,intent27
27,what are the features of My Internet?,intent27
27,what is my internet for?,intent27
27,what can I do with My Internet?,intent27
28,can I check for email through My Internet?,intent28
28,how do I check my email?,intent28
28,explain my internet email,intent28
28,how do i access my email?,intent28
29,do my internet let me have multiple email addresses?,intent29
29,Can I have more than one email address?,intent29
29,can I create a second email address?,intent29
29,can i have multiple email addresses?,intent29
30,can I add an email account in my internet?,intent30
30,can I manage email accounts somewhere?,intent30
30,Can I manage my email accounts through My Internet?,intent30
30,where do I manage email accounts?,intent30
31,explain twc mail,intent31
31,what is twc?,intent31
31,explain twc.,intent31
31,what's TWC Mail?,intent31
32,can I setup twc for my kids?,intent32
32,Can I set up a TWC ID for other members of my household?,intent32
32,can I set up twc id for others?,intent32
32,can I setup twc for my wife?,intent32
33,how do i make a twc id for a room-mate?,intent33
33,how do i create multiple twc ids?,intent33
33,How do I create a TWC ID for other members of my household?,intent33
33,how do i create a second twc id?,intent33
34,how to manage users?,intent34
34,how can I manage my users?,intent34
34,How can I manage users?,intent34
34,i would like to manage users,intent34
35,i need to cut off someone's access.,intent35
35,i need to disable a user's access,intent35
35,Can I disable a user's access?,intent35
35,i need to disable a user,intent35
36,explain how i would delete a user,intent36
36,How do I delete a user?,intent36
36,I need to delete a user,intent36
36,show me how to delete a user?,intent36
37,Can I change my TWC ID username?,intent37
37,it is possible to change my username?,intent37
37,for twc id can I change my username?,intent37
37,how to change my username?,intent37
38,please change my password,intent38
38,i need to change my password,intent38
38,how to change a twc id password?,intent38
38,i would like to change my password,intent38
39,where can i change my preferences?,intent39
39,Can I change my account preferences in My Account?,intent39
39,where in my account can I change my account preferences?,intent39
39,how to change my account preferences?,intent39
40,Can I change the email address associated with my TWC ID?,intent40
40,is it possible to my twc id's email?,intent40
40,can i change the email that goes with my twc id?,intent40
41,i moved,intent41
41,can I change my bill to address?,intent41
41,Can I change my billing address?,intent41
41,i move and need to update my info,intent41
42,What is My TV? What can I do with it?,intent42
42,what does My tv do?,intent42
42,what can i do with My TV?,intent42
42,what is My TV for?,intent42
43,What is TWCOnDemand.com?,intent43
43,tell me about twcondemand.com without me going there to find out,intent43
43,what is twcondemand.com for?,intent43
43,please tell me about twcondemand.com,intent43
44,can i program my dvr from within my account?,intent44
44,can i record shows?,intent44
44,can i record show by programming my dvr?,intent44
44,can i record shows from within my account?,intent44
45,where do i look for scheduling recordings,intent45
45,can i see my scheduled recording?,intent45
45,where can i see my scheduled recordings?,intent45
45,Can I see my scheduled recordings for my DVR?,intent45
46,What is My Phone?,intent46
46,can i call my friend using my phone?,intent46
46,what is my phone for?,intent46
46,what do i do with my phone?,intent46
47,i am looking for the phone number for my account.,intent47
47,where is the phone number for my account?,intent47
47,Where do I find the phone numbers for my account?,intent47
47,where do i find the phone number for my account?,intent47
48,what can i do from My Phone?,intent48
48,what are the service i can access from the my phone tab?,intent48
48,what services can i access from My Phone?,intent48
48,What services can I access from the My Phone tab?,intent48
49,where can i access call history from?,intent49
49,can i access my call history from any computer?,intent49
49,Can I access Call History from any computer?,intent49
49,how many places can i access call history from?,intent49
50,what are the phones which work with your service?,intent50
50,which phones work with your service?,intent50
50,which phones are compatible with phone service?,intent50
50,what types of phones do I have to use with your phone service?,intent50
